,text,origins
972,Ook hebben we geen opmerkingen over vergelijkbaarheid van de informatie in het rapport dwz de consistentie en volgtijdigheid,8
973,Onduidelijkheden of vragen van onze kant zijn verhelderd enof toereikend beantwoord,8
974,Ten aanzien van een aantal punten in het rapport doen we de volgende suggesties voor toekomstige DMPEevaluaties a,8
975,In het rapport wordt de conclusie getrokken dat de Boxer een kwalitatief hoogwaardig systeem is dat voldoet aan de gestelde eisen,8
976,Dit wordt onderbouwd doordat de leverancier een verklaring heeft afgegeven waarin staat dat de voertuigen voldoen aan de gestelde eisen en dat hierop toezicht is gehouden door de afdeling TDL van DMO,8
977,Omdat het geen productevaluatie betreft zijn ervaringsgegevens van de gebruiker het Commando Landstrijdkrachten hierin niet meegenomen,8
978,Wij doen de suggestie om dit in de toekomst waar mogelijk wel te doen omdat dit van toegevoegde waarde kan zijn,8
979,Ter waarborging van de objectiviteit van de oordeelsvorming was in de stuurgroep tevens mr dr,8
980,Havermans als onafhankelijke deskundige opgenomen,8
982,Prijsvoordelen door schaalvergroting 83,8
983,Gesteld wordt dat er prijsvoordelen door schaalvergroting zijn behaald door de samenwerking met Duitsland,8
984,Deze prijsvoordelen worden in het rapport echter niet gekwantificeerd,8
985,Wij suggereren dit bij komende RGPevaluaties wel te doen zodat mogelijk duidelijk wordt hoe groot deze financiële voordelen van de samenwerking zijn geweest c,8
986,Internationale samenwerking 33,8
987,Er worden voor en nadelen gegeven van de internationale samenwerking complexiteit vs brede kennisbasis,8
988,Wij doen de suggestie om in de conclusie aan te geven wat zwaarder heeft gewogen en of een dergelijke samenwerking voor herhaling vatbaar is in het bijzonder de samenwerking via OCCAR een organisatie waar Nederland geen lid van is d,8
989,Budgettair verloop 43 en 45,8
990,Geconcludeerd wordt dat het project goed is gegaan in budgettaire zin,8
991,Dit wordt onderbouwd door de prijsstijgingen sinds de contractafsluiting van 2006 te vergelijken met de algemene prijsontwikkeling tot 2020,8
992,Wij doen de suggestie om ook het grote verschil tussen de raming in de DMPBCfase van 2001 8622 miljoen voor 384 voertuigen en het uiteindelijke budget 9438 miljoen voor 203 voertuigen te verklaren e,8
993,Het rapport vermeldt niet wat de overeengekomen vaste voertuigprijs was,8
994,Wij doen de suggestie om ook de stuksprijs als indicator te gebruiken bij toekomstige soortgelijke RGPevaluaties,8
995,Dit zou verhelderend kunnen zijn mede omdat de prijsontwikkeling per systeem een essentieel gegeven is,8
996,Dit is eerder ook door de Algemene Rekenkamer aanbevolen6 f,8
997,Het uitlopen van de initiële projectplanning wordt toegelicht,8
998,Wij doen de suggestie om hierbij in te gaan op de consequenties van de uitloop voor bijv de operationele gereedheid onderhoudskosten van de oude voertuigen ed g,8
999,Projectorganisatie en risicobeheersing hfst 6 en 7,8
1000,Voor deze onderwerpen hoeft cf de RGP geen analyse te worden gegeven,8
1002,Publiekprivate samenwerking hfst 8,8
1003,In het rapport wordt niet vermeld dat de coördinatie en beheer van het costshareworkshare programma bij Defensie lag en dat de rol van het ministerie van EZK hierin vrijwel nihil was,8
1004,De industriële participatie die onder de verantwoordelijkheid van EZK is uitgevoerd betrof alleen het relatief kleine deel om de onbalans van de workshare te compenseren na vertrek van het VK uit het Boxer programma,8
1006,Het onderzoek is afgebakend tot en met 2020 en geeft dus niet de gehele projectperiode weer omdat het project doorloopt tot tenminste 2024,8
1007,Er worden geen ervarings of realisatiegegevens verstrekt over de exploitatie van de Boxer bijv over het reservedelenverbruik of de gemaakte onderhoudskosten zoals bijv bij de evaluatie van de CV90 is gebeurd,8
1009,De invulling van deze toezegging is niet opgenomen in het evaluatierapport,8
1010,Deze toezegging zal volgens Defensie in de Kamerbrief bij deze evaluatie worden nagekomen,8
1012,In de Kamerbrief over de evaluatie van de Fennek zijn wel geleerde lessen opgenomen,8
1013,Bij de CV90 was dit weer niet het geval,8
1014,Het evaluatierapport Boxer trekt geen vergelijking met deze eerdere vergelijkbare grote projecten en refereert niet naar de bij die projecten geleerde lessen8,8
1015,Wij bevelen aan om bij volgende evaluaties geleerde lessen op te nemen om het leervermogen van de organisatie te tonen 7 Een uitgangspuntennotitie werd ten tijde van de start van het project nog niet opgemaakt,8
1016,Wel heeft de vaste commissie voor Defensie aanvullende richtlijnen opgesteld nr 98Def16 voor het project en de rapportages en heeft Defensie een basisbeschrijving van het project gemaakt Tweede Kamer 19981999 26 396 nr 1,8
1017,In beide documenten wordt echter niet verwezen naar een evaluatie 8 Het project Vervanging pantservoertuigen M577 en YPR bestaat uit drie deelprojecten die voorzien in de verwerving van een klein pantserwielvoertuig een infanteriegevechtsvoertuig en een groot pantserwielvoertuig,8
1019,De werkzaamheden van de ADR bestonden uit het bestuderen van de documenten samenwerkingsruimte onderzoeksbronnen procesdocumenten ed en het vastleggen van de bevindingen,8
1020,Verder zijn conceptversies van het evaluatierapport gelezen en is hierop detailcommentaar geleverd,8
1021,Het commentaar is besproken met de steller van het rapport,8
1022,Suggesties zijn zoveel mogelijk verwerkt in het rapport,8
1023,Daarnaast is een aantal interviews gehouden waarvan een verslag is gemaakt dat na een hoorwederhoor procedure werd vastgesteld,8
1024,De gesprekken hebben een vertrouwelijk karakter,8
1025,Gesproken is met vertegenwoordigers van DGB CDSDMO CDSDPLAN HDFC EZKCMP die betrokkenen waren bij het evaluatieonderzoek,8
1026,De managementreactie is bij het uitbrengen van dit rapport nog niet ontvangen 52 Gehanteerde Standaard Deze opdracht is uitgevoerd in overeenstemming met de Internationale Standaarden voor de Beroepsuitoefening van Internal Auditing,8
1027,Dit onderzoek verschaft geen zekerheid in de vorm van een oordeel of conclusie omdat het een onderzoeksopdracht betreft en geen controle beoordelings of andere assuranceopdracht,8
1028,Daarbij hoort ook een stelsel van kwaliteitsborging,8
1029,Een onderdeel daarvan is dat er een onafhankelijke kwaliteitstoetsing heeft plaatsgevonden op deze onderzoeksopdracht 53 Verspreiding rapport De opdrachtgever DirecteurGeneraal Beleid is eigenaar van dit rapport,8
1030,In de ministerraad is besloten dat het opdrachtgevende ministerie waarvoor de Auditdienst Rijk ADR een rapport heeft geschreven het rapport binnen zes weken op de website van de rijksoverheid plaatst tenzij daarvoor een uitzondering geldt,8
1032,Dienst ICT Uitvoering DICTU Korte Voorhout 7 2511 CW Oen Haag Postbus 20201 2500 EE Den Haag wwwrijksoverheidnl,11
1034,De HVF ondersteunt lidstaten om sterker uit de coronacrisis te komen,12
1035,Voor Nederland is een budget van 54 miljard beschikbaar gesteld,12
1036,De faciliteit wordt door de Europese Commissie EC uitgevoerd in direct beheer overeenkomstig de toepasselijke regelgeving die is vastgesteld krachtens artikel 322 VWEU in het bijzonder het Financieel Reglement en Verordening EU Euratom 20202092 van het Europees Parlement en de Raad,12
1037,Om in aanmerking te komen voor een bijdrage uit de faciliteit dienen de lidstaten een Herstel en Veerkrachtplan HVP in te dienen bij de EC,12
1038,Nederland heeft in juli 2022 het HVP ingediend bij de EC,12
1039,Op 4 oktober 2022 is het HVP goedgekeurd door de Raad van de Europese Unie,12
1040,Dit is vastgelegd in het Raadsuitvoeringsbesluit Council Implementation Decision CID,12
1041,Deze is op 29 september 2023 aangepast om nader invulling te geven aan REPowerEU,12
1042,In dit uitvoeringsbesluit zijn de 50 maatregelen die opgenomen zijn in het HVP nader uitgewerkt in 134 mijlpalen enof doelstellingen MampD,12
1043,De HVFverordening definieert mijlpalen en doelstellingen als volgt metingen van de vorderingen in de richting van de verwezenlijking van een hervorming of een investering waarbij mijlpalen kwalitatieve verwezenlijkingen zijn en streefdoelen kwantitatieve verwezenlijkingen,12
1044,In de bijlage1 van het uitvoeringsbesluit is een schema opgenomen waarin is uitgewerkt in welk betaalverzoek de verschillende MampD vallen,12
1045,In totaal zal Nederland 5 betaalverzoeken indienen binnen de looptijd van het HVP,12
1046,In de financieringsovereenkomst tussen de EC en de lidstaat zijn de rechten en de plichten opgenomen waaraan Nederland moet voldoen,12
1050,De belangrijkste zijn hieronder opgenomen,12
1052,Zoals afgesproken en bekrachtigd door het IOFEZ moest de informatie uiterlijk op 16 februari 2024 zijn opgenomen in het systeem CEDAR,12
1053,De informatie die op dat moment in het systeem was Communication form the Commission to the European Commission and Parliament Operationele regeling 14 Afbakening In hoofdstuk 2 benoemen we specifieke aandachtspunten interne controlesystemen,12
1054,Hoofdstuk 3 beschrijft de belangrijkste bevindingen die wij hebben ten aanzien van de verschillende doelstellingen,12
1055,Hoofdstuk 4 gaat in op de verantwoording van het onderzoek en in hoofdstuk 5 staat de ondertekening van het rapport door de verantwoordelijke auditor,12
1056,Pagina 9 van 24 Auditrapport HVP EZK opgenomen is beoordeeld in onze controle,12
1057,Waar mogelijk hebben wij informatie beoordeeld die nadien is opgeleverd 15 Leeswijzer We constateren dat ministeries extra maatregelen hebben genomen in het kader van het HVP om aantoonbaar te voldoen aan de gestelde eisen,12
1058,Zo zijn externe audit inhuurkrachten aangewend voor coördinatie van de HVP activiteiten om procesbeschrijvingen aan te vullen dan wel om aanvullend gegevens op systematisch wijze te verzamelen zoals bijvoorbeeld die van eindbegunstigden,12
1059,Bij het uitvoeren van interne controles is zoveel mogelijk rekening gehouden met het normenkader van de EU,12
1060,Tegelijk zien we een aantal beperkingen die aandacht nodig hebben,12
1063,Volgens de antiwitwas richtlijn is de eindbegunstigde ofwel UBO ultimate beneficiary owners de natuurlijke persoon die zeggenschap heeft over de juridische entiteit,12
1064,Wanneer het niet mogelijk is deze natuurlijke persoon te achterhalen is het toegestaan het hoger leidinggevend personeel als eindbegunstigde aan te merken,12
1065,Zoals in diverse beheersverklaringen is gemeld is naar aanleiding van de uitspraak van het Europese Hof van Justitie van 20 november 2022 in de zaak C60120 Sovim het Nederlandse UBOregister niet meer publiekelijk toegankelijk,12
1066,Daardoor is het UBOregister voor de departementen op dit moment slechts gedeeltelijk raadpleegbaar voor het verzamelen van de UBOgegevens,12
1067,Ook blijkt het UBO register niet altijd volledig waardoor UBO gegevens ontbreken,12
1068,De ministeries hebben veelal inspanningen geleverd om de ontbrekende UBO gegevens op alternatieve wijzen te verzamelen,12
1069,Een van de methoden betreft het gebruik van openbare bronnen zoals het Handelsregister en Company info,12
1070,Wij hebben vastgesteld dat hierbij standaard de namen van de bestuurders zijnde het hoger leidinggevend personeel als UBO zijn opgevoerd zonder dat is onderzocht wie de natuurlijke personen met zeggenschap zijn zoals bedoeld in de antiwitwas richtlijn,12
1071,De departementen lopen hierbij het risico dat zij bij de controlewerkzaamheden op fraude corruptie en belangenverstrengeling al dan niet met behulp van Arachne gebruik maken van onjuiste UBO gegevens,12
1072,Deze controlewerkzaamheden kunnen Pagina 10 van 24 Auditrapport HVP EZK 2 Aandachtspunten interne controle daardoor leiden tot onjuiste enof onvolledige conclusie omtrent het bestaan van potentiële fraude corruptie en belangenverstrengeling,12
1073,Er is een wetswijziging in voorbereiding waarmee de toegang tot het UBOregister opnieuw wordt ingeregeld,12
1074,Het is de verwachting dat de wetswijziging in Q4 2024 gereed is waarna het register ten behoeve van het HVP geheel toegankelijk wordt en de thans ontbrekende UBOgegevens kunnen worden aangevuld,12
1076,Voor EZK zijn de Kaderwet EZK en LNVsubsidies en het Kaderbesluit nationale EZK en LNV subsidies van toepassing Deze Kaderregeling bepaalt onder andere welke verantwoordingseisen van toepassing zijn voor het verkrijgen van de subsidie,12
1077,De omvang van de bewijslast hangt af van het subsidiebedrag,12
1078,Voor bedragen lt 25000 volstaat veelal een kostenspecificatie of een activiteitenverslag terwijl voor bedragen gt 125000 veelal een assurance rapport van een accountant is vereist,12
1079,De 1e en 2e lijn beschikken bij hun controles dus niet automatisch over alle onderliggende bescheiden facturen contracten begrotingen ed,12
1080,Deze documenten vraagt de 1e lijn steekproefsgewijs op bij de subsidieontvanger,12
1083,Wanneer dit het geval is bepaalt het ministerie of deze staatssteun geoorloofd is bijvoorbeeld op grond van de Algemene Groepsvrijstellings verordening AGVV,12
1084,Voor de maatregelen in het eerste betaalverzoek die gebaseerd zijn op een subsidieregeling hebben wij vastgesteld dat de ministeries een staatssteuntoets hebben uitgevoerd,12
1085,Hierbij is in enkele gevallen vastgesteld dat er geen sprake is van staatssteun,12
1086,In de andere gevallen betreft het geoorloofde staatssteun doordat een DAEB is gevestigd gebruik is gemaakt van de de minimisverordening of doordat de subsidie is toegekend voor specifieke activiteiten genoemd in de AGVV,12
1087,Wij merken hierbij op dat de staatssteunanalyse niet alleen op het moment van subsidieverlening maar ook bij subsidievaststelling moet plaatsvinden,12
1088,Met name voor grote en complexe projecten Woningbouwimpuls is nog niet exact bekend Pagina 11 van 24 Auditrapport HVP EZK welke partijen welke specifieke activiteiten gaan uitvoeren,12
1089,De ministeries dienen tijdens de uitvoering van deze projecten goed zicht te houden op de geldstromen en de activiteiten die hiermee zijn uitgevoerd om bij de subsidievaststelling een deugdelijke staatssteunanalyse op te kunnen stellen,12
1090,Verder merken wij op dat Nederland voor de controle van de deminimissteun nog niet beschikt over een centraal register,12
1091,Dit register is op grond van verordening 20232831 vanaf 112026 verplicht,12
1092,Tot die tijd moet de begunstigde onderneming een deminimisverklaring invullen over andere deminimissteun die deze onderneming gedurende het betrokken belastingjaar en de twee voorgaande belastingjaren heeft ontvangen,12
1093,Op deze wijze wordt nagegaan of de betrokken onderneming nog deminimissteun mag ontvangen,12
1094,Dit ligt vast in de Handreiking staatssteun voor de overheid van het Ministerie van Binnenlandse Zaken en het Ministerie van Economische Zaken,12
1096,Dit geldt voor zowel de hervormingen als de investeringen,12
1097,Hervormingen zijn veelal wetswijzigingen,12
1098,Bij deze maatregel zijn geen financieringsstromen van toepassing,12
1099,Voor de investeringen die in het HVP zijn opgenomen is gekozen voor staand beleid,12
1100,Dat wil zeggen bestaande maatregelen,12
1101,Wij stellen vast of het ministerie zich conform het voorgeschreven verificatiemechanisme heeft verantwoord,12
1102,Ministeries moeten ook aantonen dat alle punten uit de CID ook zijn meegenomen in de verantwoording,12
1103,In de CID is onderscheid aangebracht tussen kwalitatieve indicatoren voor mijlpalen en kwantitatieve indicatoren voor doelstellingen,12
1104,Mijlpaal 35 Quantum Delta NL opgezet Omschrijving Aan Quantum Delta NL wordt in het kader van het Nationaal Groeifonds steun verleend om kwantumcomputing en netwerken te stimuleren en om onderzoek en de ontwikkeling van vaardigheden op het gebied van kwantumtechnologie te ondersteunen,12
1105,Quantum Delta NL publiceert een gedetailleerd actieplan dat in fasen Pagina 13 van 24 Auditrapport HVP EZK 3 Bevindingen In dit hoofdstuk hebben wij de belangrijkste bevindingen opgenomen die voortkomen uit de audit,12
1106,Maatregelnummer Omschrijving Ministerie 35 C21 I11 Quantum Delta NL opgezet EZK EZK EZK is opgebouwd,12
1107,De naleving van de technische richtsnoeren over de toepassing van het beginsel geen ernstige afbreuk doen aan 2021C5801 is gewaarborgd door het gebruik van een uitsluitingslijst en door de verplichting om de relevante EU en nationale milieuwetgeving na te leven,12
1108,Indicator Steun verleend aan Quantum Delta NL en publicatie van een actieplan,12
1111,Verrichte werkzaamheden Aanwezigheid van summary document en onderliggende bewijslast in CEDAR nagegaan,12
1112,Aanvullend gesprek met EZK over de bewijslast,12
1113,Bevindingen Het summary document is op 16 februari 2024 in CEDAR geplaatst Het summary document is door de DHVP afgekeurd omdat nog niet is EZK geeft in de beheersverklaring aan dat een alternatieve bewijslast is ingediend bij de Europese Commissie,12
1114,Dat voorstel houdt in dat op projectniveau wordt bevestigd dat de activiteiten onder de specifieke calls voldoen aan de DNSH vereisten,12
1115,Er zijn bij deze alternatieve bewijslast specifieke voorbeelden afgestemd met de Europese Commissie en zij heeft aangegeven akkoord te zijn met expost bewijslast op projectniveau,12
1116,Resumé Aan het verificatiemechanisme is nog niet volledig voldaan omdat de milieuvereisten nog niet zijn aangetoond,12
1117,Het ministerie is hierover in overleg met de Europese Commissie,12
1118,Hierover zijn net als bij de DNSHvereisten afspraken gemaakt om door middel van alternatieve bewijslast expost aan te tonen dat dit deel van de mijlpaal is behaald,12
1119,Pagina 14 van 24 Auditrapport HVP EZK aangetoond dat aan de DNSHvereisten is voldaan,12
1120,EZK verricht hier nog werkzaamheden voor en dit zal nog worden toegevoegd In CEDAR zijn de vereiste documenten opgenomen met uitzondering van de DNSHvereisten,12
1121,Mijlpaal 114 Ondersteuningssystemen voor onderzoekers operationeelservicedesk Health RI Omschrijving Er wordt een ondersteuningssysteem voor onderzoekers ontwikkeld dat bestaat uit een service desk op regionaal niveau en een centrale servicedesk op nationaal niveau,12
1122,Indicator Regionale en nationale servicedesk zijn operationeel,12
1123,Dit document bevat als bijlage de volgende bewijsstukken a,12
1124,Voor de centrale servicedesk gebruikersstatistieken met inbegrip van gegevens over actieve gebruikers behandelde oproepen en nieuwe geregistreerde studies voor HealthRIdiensten op het niveau van de centrale servicedesk nationaal niveau b,12
1127,Voor regionale servicedesks met inlogbeveiligde intranetten een videocall waarin moet worden aangetoond dat deze regionale servicedesks zijn ontwikkeld en operationeel zijn,12
1128,Verrichte werkzaamheden Aanwezigheid van gevalideerd summary document en onderliggende bewijslast in CEDAR nagegaan,12
1130,Het besluit voorziet in extra instrumenten voor netbeheerders voor flexibel netgebruik wanneer het net overbelast is,12
1131,Het voorziet ook in stimulansen voor de beperking van de vraag en voor de toewijzing van netcapaciteit aan de gebruikers van het net,12
1132,Indicator Regionale en nationale servicedesks zijn operationeel,12
1133,Verificatiemechanisme Bepaling in het besluit van de Autoriteit Consument en Markt die voorziet in de inwerkingtreding ervan,12
1135,Verrichte werkzaamheden Procesbeschrijvingen beoordeeld Gesproken met FEZ van EZK Aanvullende documentatie opgevraagd en beoordeeld,12
1136,Pagina 16 van 24 Auditrapport HVP EZK CEDAR geraadpleegd Interview gehouden met medewerkers FEZ van EZK Bevindingen Het summary document is op 1 februari 2024 in CEDAR geplaatst en op 16 februari 2024 door DHVP gevalideerd,12
1137,Op basis van onze werkzaamheden stellen we dat het verificatiemechanisme is toegepast,12
1138,Bevindingen Wij hebben vastgesteld dat er concept procesbeschrijvingen zijn voor de investeringsmaatregelen Quantum Delta en HRI waarin een overzicht wordt gegeven van het financieel beheer en de administratieve organisatie binnen EZK gericht op het behalen van de mijlpalen en doelstellingen,12
1139,Ook wordt daarin aangegeven welke verantwoordelijkheden binnen de 1e en 2e lijn belegd zijn,12
1140,De eerstelijnscontrole wordt met name binnen RVO uitgevoerd omdat RVO de uitvoerende partij is voor zowel QuantumDelta als HRI,12
1141,RVO verdeelt subsidies aan Stichtingen die de subsidies doorzetten naar eindontvangers,12
1142,EZK geeft aan dat het vertrouwen heeft in het uitvoerende consortium en de governance stuctuur die hiervoor is opgezet,12
1143,Door middel van de procedures bij RVO rol van EZKbeleid 2de lijn controles van FEZ en artikel 22 controles is er een stelsel van beheersing,12
1144,Wij hebben nog niet kunnen vaststellen of de 2elijnscontroles om vast te stellen of de middelen zijn gebruikt voor het beoogde doel effectief zijn is niet opgesteld omdat hier geen uitgaven voor worden gedaan,12
1146,In deze systeemaudit is de controle op de bescherming van de belangen van de Unie opgenomen,12
1147,Doelstelling van ons onderzoek is om vast te stellen dat een departement maatregelen heeft getroffen voor het voorkómen van fraude corruptie dubbele financiering en belangenverstrengeling,12
1149,In aanvulling op de ministeriebrede maatregelen ter voorkoming van fraude en corruptie moet conform de eisen van de CIE eerst gegevens verzameld worden van de eindontvanger cq eindbegunstigde zgn art 22 gegevens,12
1150,Deze art 22 gegevens moeten vervolgens gebruikt worden om specifiek na te gaan of er geen sprake is van fraude corruptie dubbele financiering en belangenverstrengeling,12
1151,In onze audit hebben wij nagegaan of conform de procesbeschrijving is gewerkt,12
1152,En of voldaan is aan de eisen van de EC,12
1153,Deze eisen staan omschreven in de KRs,12
1154,Pagina 17 van 24 Auditrapport HVP EZK Een beschrijving van de werkzaamheden voor de mijlpalen bij hervormingen Wij hebben nog niet kunnen vaststellen of de controles op het behalen van de mijlpalen en doelen effectief zijn,12
1155,Wij stellen vast of alle elementen zijn geraakt,12
1157,In CEDAR zijn voor beide stromen gegevens van de eindontvangers en eindbegunstigden opgenomen,12
1158,Wij hebben bij EZK geen informatie aangetroffen waaruit blijkt dat deze gegevens zijn gecontroleerd op volledigheid overzicht van gelden via RVO via de Stichtingen naar eindontvangers en contractanten,12
1159,EZK reageert hierop in de beheersverklaring dat de volledigheid van de artikel 222d gegevens is gewaarborgd doordat FEZ als 2e lijnscontrole de gegevens heeft afgestemd met de beleidsdirectie Er is geen indicatie dat er gegevens ontbreken,12
1160,Het UBOregister is als hulpmiddel geraadpleegd om alle eindbegunstigden in kaart te brengen Van een aantal eindbegunstigden heeft FEZ de gegevens handmatig verzameld daarnaast is aangegeven dat niet alle gegevens beschikbaar zijn via de koppeling KVKUBO,12
1161,Reactie EZK Vooral bij universiteiten hebben wij de geboortedata van eindbegunstigden niet kunnen achterhalen middels het UBOregister of andere openbare bronnen,12
1162,Wij wachten op de wetswijziging waarmee de toegang tot het UBOregister wordt ingeregeld,12
1163,Zodra wij toegang hebben zullen wij de missende gegevens aanvullen,12
1164,Naar verwachting zal de wetswijziging in Q4 2024 gereed zijn,12
1166,Ons inziens moet dat zijn eindbegunstigden,12
1167,EZK reageert hierop in de beheersverklaring dat dit nadien in CEDAR is aangepast waardoor CEDAR een juiste classificatie bevat RVO is de uitvoeringsorganisatie voor beide regelingen,12
1168,Wij hebben vastgesteld dat een risicoanalyse en gerichte controlemaatregelen zijn beschreven gericht voor de BFIU,12
1169,EZK heeft de 2e lijnscontrole beschreven bestaande uit controles op de door RVO uitgevoerde werkzaamheden,12
1170,Wij hebben vastgesteld dat FEZ is gestart met het uitvoeren van projectcontroles op de toetspunten zoals in de procesbeschrijving opgenomen,12
1171,EZK heeft in de beheersverklaring aangegeven dat de controle inmiddels zijn afgerond Voor de dubbele financiering maakt EZK gebruik van het Financial transparancy register,12
1172,Hier staan alle Europese onderzoeksgelden die zijn verstrekt en of dit al eerder is gefinancierd,12
1173,Hieruit is gebleken dat stichting Quantum Delta ook gelden ontvangen vanuit het Digital Europe Program,12
1174,EZK geeft aan dat hier geen sprake is van dubbele financiering aangezien het om andere activiteiten gaat,12
1175,Reactie EZK De informatie dat stichting QDNL geld ontvangt vanuit het DEP hebben wij ontvangen van beleid en niet achterhaald obv het Financial Transparancy register,12
1176,In de HVP bekostiging was van tevoren voorzien dat DEP middelen zouden worden ingezet om activiteiten bij stichting QDNL te financieren,12
1177,Na correspondentie met de Commissie valt uit te sluiten dat er sprake is van dubbele financiering tussen DEP financiering en het HVP,12
1178,De financiering is verlopen zoals aangekondigd in de bekosting van het HVP ie 5 miljoen cofinanciering vanuit DEP Verder krijgt stichting Health RI ook geld uit andere Europese fondsen,12
1179,Voor stichting Health RI heeft EZK uitsluitsel ontvangen van de stichting dat er geen sprake is van cumulatie van andere EU financiering bij HVP activiteiten,12
1180,Resumé Wij hebben vastgesteld dat EZK dat er een systeem aanwezig is voor het borgen van de financiële belangen van de Unie,12
1181,Of dit systeem daadwerkelijk effectief is hebben wij nog niet kunnen vaststellen,12
1182,Deze paragraaf gaat in of wordt voldaan aan de Key Requirements KR die zijn opgenomen in de financieringsovereenkomst,12
1183,Op onderdelen verwijzen we naar voorgaande paragrafen vanwege de overlap,12
1184,In de financieringsovereenkomst heeft de Commissie in Annex I van het uitvoeringsbesluit opgenomen dat er voldaan moet worden aan 6 Key Requirements,12
1185,De afspraak is dat de departementen deze Key Requirements in de procesbeschrijvingen opnemen,12
1188,De coördinator van FEZEZK heeft nauw contact met de coördinerende directie van HVP,12
1189,Tevens vervult FEZ de tweedelijnscontrole op de werkzaamheden van RVO,12
1190,De uitvoering van de maatregelen is belegd bij de beleidsdirectie van EZK nr 131 en bij RVO voor Quantum Delta en HRI,12
1191,RVO verstrekt de van EZK ontvangen subsidies aan stichtingen die vervolgens gelden verstrekken aan universiteiten startups etc,12
1192,KR 2 Wij hebben vastgesteld dat er een risicoanalyse is opgesteld alsmede controlemaatregelen zijn die toegespitst zijn op de financiële belangen van de Unie,12
1193,Hiermee worden in grote lijnen de toetspunten uit het normenkader van de BFIU geraakt,12
1194,Wij hebben nog niet kunnen vaststellen of deze maatregelen effectief zijn,12
1195,EZK geeft aan dat de controles inmiddels zijn afgerond,12
1196,KR 3 De directie EZKFEZ vervult een coördinerende rol binnen EZK,12
1197,Wij hebben vastgesteld dat er procedures zijn voor het opstellen van de beheersverklaring de daaraan ten grondslag liggende gegevens,12
1198,De gegevens die de basis zijn voor de audits door de ADR zijn opgenomen in CEDAR,12
1199,Deze zijn primair gevalideerd door FEZ van EZK en vervolgens DHVP,12
1200,De beheersverklaring bevat nog een aantal voorbehouden,12
1201,In de procesbeschrijvingen zijn controles beschreven op de totstandkoming van de informatie over mijlpalen en doelstellingen,12
1202,Wij hebben nog niet kunnen vaststellen of deze controles effectief zijn,12
1203,Pagina 20 van 24 Auditrapport HVP EZK Verrichte werkzaamheden 35 Overige opmerkingen Staatssteun In het HVP wordt aangegeven dat voldaan is aan de staatsteunvereisten ic dat geen sprake van ongeoorloofde staatsteun,12
1204,De ADR heeft vastgesteld dat binnen EZK staatssteunanalyses worden uitgevoerd,12
1205,Voor Health RI nr 114 heeft de ADR vastgesteld dat RVO hier een DAEB Dienst van algemeen Economisch Belang heeft gevestigd waardoor sprake is van geoorloofde staatssteun,12
1206,Naleving Europese aanbestedingsregels De ADR doet in het kader van de wettelijke controles jaarlijks onderzoek naar de naleving van Europese aanbestedingsregels binnen EZK,12
1207,Controle op de aanbestedingsregels bij subsidieontvangende instellingen die aanbestedingsplichtig zijn vindt plaats door accountants van die instellingen,12
1208,Pagina 22 van 24 Auditrapport HVP EZK Het object van onderzoek is de informatie die op 16 februari 2024 in CEDAR is opgenomen,12
1209,Indien de informatie later is opgenomen in CEDAR dan is dit vermeld in het rapport,12
1210,Dit rapport geeft inzicht in mate waaraan invulling is gegeven aan de gevraagde eisen,12
1211,Dit concept rapport is voor hoor wederhoor afgestemd met de HVPcoördinator van FEZ binnen uw departement,12
1213,Het betreft een opdracht om vast te stellen dat het ingediende betaalverzoek voldoet aan de eisen die de EC hieraan stelt zie 12,12
1214,De samenvatting van de audits is opgesteld op basis van de auditrapporten die wij individueel aan de ministeries uitbrengen,12
1215,Voor de vergelijkbaarheid is dit auditrapport daarom opgebouwd conform het hiervoor geldende richtsnoer van de EC,12
1216,De verrichte werkzaamheden zijn voorgeschreven in de normering van de EC zie 13,12
1217,Het uitbrengen van de rapporten per ministerie is overeengekomen met de HVPdirectie en de ministeries,12
1218,De rapportages per ministerie zijn formeel uitgebracht op dezelfde datum als de samenvatting van audits,12
1219,Dit rapport is primair bestemd voor uw ministerie en de HVPdirectie,12
1220,Voor openbaarmaking door het opdracht gevende ministerie van door de ADR aan dit ministerie uitgebrachte rapporten gelden de voorschriften uit de Wet open overheid,12
1221,De minister van Financiën stuurt elk halfjaar een overzicht van door de ADR uitgebrachte rapporten naar de Tweede Kamer,12
1222,Pagina 23 van 24 Auditrapport HVP EZK 4 Verantwoording onderzoek 41 Werkzaamheden en afbakening Voor de uitvoering van onze werkzaamheden hebben wij door de CIE opgestelde werkprogrammas gebruikt 42 Aard van de opdracht 43 Verspreiding rapport,12
1224,De afspraken die gemaakt zijn tussen de private partij en de publieke partij zijn vastgesteld in een DBFMO 1 overeenkomst,13
1225,SSO CFD2 treedt op als verantwoordelijke vertegenwoordiger van de publieke partij voor de prestatieverklaring van dienstverlening die door de private partij wordt geleverd,13
1226,De prestatie eisen waaraan de private partij Facilicom moet voldoen zijn vastgelegd in de Outputspecificaties OS welke een onderdeel is van de DBFMO overeenkomst,13
1227,De prestatie eisen zijn volgens bepalingen van de overeenkomst uitgewerkt in een contractueel vastgesteld monitoringsplan,13
1228,De praktische uitwerking is geconcretiseerd in een geautomatiseerd registratiesysteem waaraan het betalingsmechanisme is gekoppeld,13
